"State","Region","Division","pop","DATE","Infected","Death"
"Alabama","South","East South Central",4887871,2020-12-31,361226,4827
"Alabama","South","East South Central",4887871,2020-12-30,356820,4774
"Alabama","South","East South Central",4887871,2020-12-29,351804,4736
"Alabama","South","East South Central",4887871,2020-12-28,347894,4709
"Alabama","South","East South Central",4887871,2020-12-27,345623,4688
"Alabama","South","East South Central",4887871,2020-12-26,343456,4682
"Alabama","South","East South Central",4887871,2020-12-25,342401,4677
"Alabama","South","East South Central",4887871,2020-12-24,338801,4673
"Alabama","South","East South Central",4887871,2020-12-23,334569,4585
"Alabama","South","East South Central",4887871,2020-12-22,329811,4451
"Alabama","South","East South Central",4887871,2020-12-21,324832,4388
"Alabama","South","East South Central",4887871,2020-12-20,322451,4388
"Alabama","South","East South Central",4887871,2020-12-19,319904,4388
"Alabama","South","East South Central",4887871,2020-12-18,315683,4295
"Alabama","South","East South Central",4887871,2020-12-17,310335,4252
"Alabama","South","East South Central",4887871,2020-12-16,305640,4196
"Alabama","South","East South Central",4887871,2020-12-15,301533,4122
"Alabama","South","East South Central",4887871,2020-12-14,297887,4097
"Alabama","South","East South Central",4887871,2020-12-13,295631,4097
"Alabama","South","East South Central",4887871,2020-12-12,292841,4097
"Alabama","South","East South Central",4887871,2020-12-11,288775,4077
"Alabama","South","East South Central",4887871,2020-12-10,284922,4027
"Alabama","South","East South Central",4887871,2020-12-09,280187,3980
"Alabama","South","East South Central",4887871,2020-12-08,276665,3936
"Alabama","South","East South Central",4887871,2020-12-07,272228,3887
"Alabama","South","East South Central",4887871,2020-12-06,269877,3884
"Alabama","South","East South Central",4887871,2020-12-05,267589,3872
"Alabama","South","East South Central",4887871,2020-12-04,264199,3827
"Alabama","South","East South Central",4887871,2020-12-03,260359,3772
"Alabama","South","East South Central",4887871,2020-12-02,256828,3707
"Alabama","South","East South Central",4887871,2020-12-01,252900,3633
"Alabama","South","East South Central",4887871,2020-11-30,249523,3574
"Alabama","South","East South Central",4887871,2020-11-29,247229,3573
"Alabama","South","East South Central",4887871,2020-11-28,244993,3568
"Alabama","South","East South Central",4887871,2020-11-27,242874,3568
"Alabama","South","East South Central",4887871,2020-11-26,241957,3568
"Alabama","South","East South Central",4887871,2020-11-25,239318,3528
"Alabama","South","East South Central",4887871,2020-11-24,236865,3468
"Alabama","South","East South Central",4887871,2020-11-23,234078,3455
"Alabama","South","East South Central",4887871,2020-11-22,232506,3453
"Alabama","South","East South Central",4887871,2020-11-21,230708,3453
"Alabama","South","East South Central",4887871,2020-11-20,228373,3444
"Alabama","South","East South Central",4887871,2020-11-19,225910,3411
"Alabama","South","East South Central",4887871,2020-11-18,223486,3342
"Alabama","South","East South Central",4887871,2020-11-17,220846,3296
"Alabama","South","East South Central",4887871,2020-11-16,219232,3247
"Alabama","South","East South Central",4887871,2020-11-15,217822,3246
"Alabama","South","East South Central",4887871,2020-11-14,215843,3244
"Alabama","South","East South Central",4887871,2020-11-13,213617,3229
"Alabama","South","East South Central",4887871,2020-11-12,210637,3209
"Alabama","South","East South Central",4887871,2020-11-11,208636,3197
"Alabama","South","East South Central",4887871,2020-11-10,206567,3116
"Alabama","South","East South Central",4887871,2020-11-09,204856,3080
"Alabama","South","East South Central",4887871,2020-11-08,203687,3080
"Alabama","South","East South Central",4887871,2020-11-07,202482,3079
"Alabama","South","East South Central",4887871,2020-11-06,200713,3046
"Alabama","South","East South Central",4887871,2020-11-05,199158,3021
"Alabama","South","East South Central",4887871,2020-11-04,197777,3001
"Alabama","South","East South Central",4887871,2020-11-03,195929,2983
"Alabama","South","East South Central",4887871,2020-11-02,194885,2970
"Alabama","South","East South Central",4887871,2020-11-01,193983,2970
"Alabama","South","East South Central",4887871,2020-10-31,192285,2964
"Alabama","South","East South Central",4887871,2020-10-30,190496,2930
"Alabama","South","East South Central",4887871,2020-10-29,189149,2911
"Alabama","South","East South Central",4887871,2020-10-28,187705,2909
"Alabama","South","East South Central",4887871,2020-10-27,186436,2890
"Alabama","South","East South Central",4887871,2020-10-26,185320,2863
"Alabama","South","East South Central",4887871,2020-10-25,184355,2863
"Alabama","South","East South Central",4887871,2020-10-24,183276,2863
"Alabama","South","East South Central",4887871,2020-10-23,180916,2855
"Alabama","South","East South Central",4887871,2020-10-22,177064,2840
"Alabama","South","East South Central",4887871,2020-10-21,175673,2826
"Alabama","South","East South Central",4887871,2020-10-20,174527,2803
"Alabama","South","East South Central",4887871,2020-10-19,173483,2787
"Alabama","South","East South Central",4887871,2020-10-18,172626,2786
"Alabama","South","East South Central",4887871,2020-10-17,171662,2786
"Alabama","South","East South Central",4887871,2020-10-16,170373,2784
"Alabama","South","East South Central",4887871,2020-10-15,169161,2754
"Alabama","South","East South Central",4887871,2020-10-14,167975,2706
"Alabama","South","East South Central",4887871,2020-10-13,167188,2665
"Alabama","South","East South Central",4887871,2020-10-12,166076,2665
"Alabama","South","East South Central",4887871,2020-10-11,165342,2664
"Alabama","South","East South Central",4887871,2020-10-10,164525,2664
"Alabama","South","East South Central",4887871,2020-10-09,163464,2652
"Alabama","South","East South Central",4887871,2020-10-08,161975,2636
"Alabama","South","East South Central",4887871,2020-10-07,161415,2601
"Alabama","South","East South Central",4887871,2020-10-06,160476,2580
"Alabama","South","East South Central",4887871,2020-10-05,159713,2558
"Alabama","South","East South Central",4887871,2020-10-04,159169,2557
"Alabama","South","East South Central",4887871,2020-10-03,158380,2557
"Alabama","South","East South Central",4887871,2020-10-02,156698,2549
"Alabama","South","East South Central",4887871,2020-10-01,155744,2541
"Alabama","South","East South Central",4887871,2020-09-30,154699,2530
"Alabama","South","East South Central",4887871,2020-09-29,153550,2511
"Alabama","South","East South Central",4887871,2020-09-28,152976,2496
"Alabama","South","East South Central",4887871,2020-09-27,152317,2496
"Alabama","South","East South Central",4887871,2020-09-26,151587,2495
"Alabama","South","East South Central",4887871,2020-09-25,150650,2483
"Alabama","South","East South Central",4887871,2020-09-24,148205,2473
"Alabama","South","East South Central",4887871,2020-09-23,147153,2463
"Alabama","South","East South Central",4887871,2020-09-22,146578,2436
"Alabama","South","East South Central",4887871,2020-09-21,145776,2421
"Alabama","South","East South Central",4887871,2020-09-20,144960,2419
"Alabama","South","East South Central",4887871,2020-09-19,144164,2419
"Alabama","South","East South Central",4887871,2020-09-18,142861,2413
"Alabama","South","East South Central",4887871,2020-09-17,141756,2390
"Alabama","South","East South Central",4887871,2020-09-16,141081,2384
"Alabama","South","East South Central",4887871,2020-09-15,140156,2378
"Alabama","South","East South Central",4887871,2020-09-14,139454,2345
"Alabama","South","East South Central",4887871,2020-09-13,138753,2342
"Alabama","South","East South Central",4887871,2020-09-12,137646,2341
"Alabama","South","East South Central",4887871,2020-09-11,136703,2325
"Alabama","South","East South Central",4887871,2020-09-10,135565,2297
"Alabama","South","East South Central",4887871,2020-09-09,134416,2277
"Alabama","South","East South Central",4887871,2020-09-08,133605,2270
"Alabama","South","East South Central",4887871,2020-09-07,132972,2269
"Alabama","South","East South Central",4887871,2020-09-06,132313,2269
"Alabama","South","East South Central",4887871,2020-09-05,131803,2268
"Alabama","South","East South Central",4887871,2020-09-04,130393,2261
"Alabama","South","East South Central",4887871,2020-09-03,129284,2229
"Alabama","South","East South Central",4887871,2020-09-02,128238,2213
"Alabama","South","East South Central",4887871,2020-09-01,127615,2196
"Alabama","South","East South Central",4887871,2020-08-31,126058,2178
"Alabama","South","East South Central",4887871,2020-08-30,125235,2158
"Alabama","South","East South Central",4887871,2020-08-29,123889,2149
"Alabama","South","East South Central",4887871,2020-08-28,122183,2104
"Alabama","South","East South Central",4887871,2020-08-27,121023,2073
"Alabama","South","East South Central",4887871,2020-08-26,119250,2042
"Alabama","South","East South Central",4887871,2020-08-25,117240,2034
"Alabama","South","East South Central",4887871,2020-08-24,116707,2022
"Alabama","South","East South Central",4887871,2020-08-23,115060,2011
"Alabama","South","East South Central",4887871,2020-08-22,114532,2009
"Alabama","South","East South Central",4887871,2020-08-21,113626,1992
"Alabama","South","East South Central",4887871,2020-08-20,112449,1968
"Alabama","South","East South Central",4887871,2020-08-19,111477,1938
"Alabama","South","East South Central",4887871,2020-08-18,110361,1928
"Alabama","South","East South Central",4887871,2020-08-17,109004,1917
"Alabama","South","East South Central",4887871,2020-08-16,108433,1892
"Alabama","South","East South Central",4887871,2020-08-15,107580,1890
"Alabama","South","East South Central",4887871,2020-08-14,106309,1887
"Alabama","South","East South Central",4887871,2020-08-13,105557,1883
"Alabama","South","East South Central",4887871,2020-08-12,104784,1876
"Alabama","South","East South Central",4887871,2020-08-11,103849,1843
"Alabama","South","East South Central",4887871,2020-08-10,103008,1794
"Alabama","South","East South Central",4887871,2020-08-09,101330,1765
"Alabama","South","East South Central",4887871,2020-08-08,100172,1752
"Alabama","South","East South Central",4887871,2020-08-07,98298,1733
"Alabama","South","East South Central",4887871,2020-08-06,96592,1712
"Alabama","South","East South Central",4887871,2020-08-05,94654,1694
"Alabama","South","East South Central",4887871,2020-08-04,93702,1666
"Alabama","South","East South Central",4887871,2020-08-03,92658,1633
"Alabama","South","East South Central",4887871,2020-08-02,91442,1627
"Alabama","South","East South Central",4887871,2020-08-01,89347,1603
"Alabama","South","East South Central",4887871,2020-07-31,87721,1580
"Alabama","South","East South Central",4887871,2020-07-30,85760,1565
"Alabama","South","East South Central",4887871,2020-07-29,83782,1538
"Alabama","South","East South Central",4887871,2020-07-28,82366,1491
"Alabama","South","East South Central",4887871,2020-07-27,81115,1489
"Alabama","South","East South Central",4887871,2020-07-26,79293,1471
"Alabama","South","East South Central",4887871,2020-07-25,78130,1453
"Alabama","South","East South Central",4887871,2020-07-24,76005,1436
"Alabama","South","East South Central",4887871,2020-07-23,74211,1393
"Alabama","South","East South Central",4887871,2020-07-22,71812,1362
"Alabama","South","East South Central",4887871,2020-07-21,70357,1303
"Alabama","South","East South Central",4887871,2020-07-20,68891,1290
"Alabama","South","East South Central",4887871,2020-07-19,67011,1285
"Alabama","South","East South Central",4887871,2020-07-18,65234,1284
"Alabama","South","East South Central",4887871,2020-07-17,63091,1263
"Alabama","South","East South Central",4887871,2020-07-16,61088,1229
"Alabama","South","East South Central",4887871,2020-07-15,59067,1210
"Alabama","South","East South Central",4887871,2020-07-14,57254,1163
"Alabama","South","East South Central",4887871,2020-07-13,55545,1122
"Alabama","South","East South Central",4887871,2020-07-12,53587,1120
"Alabama","South","East South Central",4887871,2020-07-11,51947,1113
"Alabama","South","East South Central",4887871,2020-07-10,50508,1102
"Alabama","South","East South Central",4887871,2020-07-09,49173,1068
"Alabama","South","East South Central",4887871,2020-07-08,46962,1058
"Alabama","South","East South Central",4887871,2020-07-07,45784,1033
"Alabama","South","East South Central",4887871,2020-07-06,44874,1007
"Alabama","South","East South Central",4887871,2020-07-05,43951,1007
"Alabama","South","East South Central",4887871,2020-07-04,42862,1007
"Alabama","South","East South Central",4887871,2020-07-03,41864,1006
"Alabama","South","East South Central",4887871,2020-07-02,40111,985
"Alabama","South","East South Central",4887871,2020-07-01,38960,972
"Alabama","South","East South Central",4887871,2020-06-30,38045,948
"Alabama","South","East South Central",4887871,2020-06-29,37174,929
"Alabama","South","East South Central",4887871,2020-06-28,35430,918
"Alabama","South","East South Central",4887871,2020-06-27,35077,918
"Alabama","South","East South Central",4887871,2020-06-26,34180,906
"Alabama","South","East South Central",4887871,2020-06-25,33206,895
"Alabama","South","East South Central",4887871,2020-06-24,32064,889
"Alabama","South","East South Central",4887871,2020-06-23,31097,864
"Alabama","South","East South Central",4887871,2020-06-22,30453,840
"Alabama","South","East South Central",4887871,2020-06-21,30021,839
"Alabama","South","East South Central",4887871,2020-06-20,29549,838
"Alabama","South","East South Central",4887871,2020-06-19,29002,821
"Alabama","South","East South Central",4887871,2020-06-18,28206,809
"Alabama","South","East South Central",4887871,2020-06-17,27312,790
"Alabama","South","East South Central",4887871,2020-06-16,26912,785
"Alabama","South","East South Central",4887871,2020-06-15,26272,774
"Alabama","South","East South Central",4887871,2020-06-14,25615,773
"Alabama","South","East South Central",4887871,2020-06-13,24600,773
"Alabama","South","East South Central",4887871,2020-06-12,23710,769
"Alabama","South","East South Central",4887871,2020-06-11,22845,755
"Alabama","South","East South Central",4887871,2020-06-10,21989,744
"Alabama","South","East South Central",4887871,2020-06-09,21422,728
"Alabama","South","East South Central",4887871,2020-06-08,20925,717
"Alabama","South","East South Central",4887871,2020-06-07,20500,689
"Alabama","South","East South Central",4887871,2020-06-06,20043,686
"Alabama","South","East South Central",4887871,2020-06-05,19387,673
"Alabama","South","East South Central",4887871,2020-06-04,19072,653
"Alabama","South","East South Central",4887871,2020-06-03,18850,652
"Alabama","South","East South Central",4887871,2020-06-02,18769,652
"Alabama","South","East South Central",4887871,2020-06-01,18534,645
"Alabama","South","East South Central",4887871,2020-05-31,17952,629
"Alabama","South","East South Central",4887871,2020-05-30,17358,618
"Alabama","South","East South Central",4887871,2020-05-29,17031,610
"Alabama","South","East South Central",4887871,2020-05-28,16529,591
"Alabama","South","East South Central",4887871,2020-05-27,16029,583
"Alabama","South","East South Central",4887871,2020-05-26,15648,580
"Alabama","South","East South Central",4887871,2020-05-25,14986,566
"Alabama","South","East South Central",4887871,2020-05-24,14477,551
"Alabama","South","East South Central",4887871,2020-05-23,14148,549
"Alabama","South","East South Central",4887871,2020-05-22,13670,541
"Alabama","South","East South Central",4887871,2020-05-21,13410,529
"Alabama","South","East South Central",4887871,2020-05-20,13049,522
"Alabama","South","East South Central",4887871,2020-05-19,12374,500
"Alabama","South","East South Central",4887871,2020-05-18,12078,486
"Alabama","South","East South Central",4887871,2020-05-17,11768,485
"Alabama","South","East South Central",4887871,2020-05-16,11671,482
"Alabama","South","East South Central",4887871,2020-05-15,11370,480
"Alabama","South","East South Central",4887871,2020-05-14,11094,470
"Alabama","South","East South Central",4887871,2020-05-13,10699,448
"Alabama","South","East South Central",4887871,2020-05-12,10464,433
"Alabama","South","East South Central",4887871,2020-05-11,10164,401
"Alabama","South","East South Central",4887871,2020-05-10,9889,391
"Alabama","South","East South Central",4887871,2020-05-09,9668,388
"Alabama","South","East South Central",4887871,2020-05-08,9384,381
"Alabama","South","East South Central",4887871,2020-05-07,9046,368
"Alabama","South","East South Central",4887871,2020-05-06,8691,341
"Alabama","South","East South Central",4887871,2020-05-05,8436,314
"Alabama","South","East South Central",4887871,2020-05-04,8110,297
"Alabama","South","East South Central",4887871,2020-05-03,7885,289
"Alabama","South","East South Central",4887871,2020-05-02,7611,287
"Alabama","South","East South Central",4887871,2020-05-01,7294,287
"Alabama","South","East South Central",4887871,2020-04-30,7063,269
"Alabama","South","East South Central",4887871,2020-04-29,6916,261
"Alabama","South","East South Central",4887871,2020-04-28,6744,240
"Alabama","South","East South Central",4887871,2020-04-27,6537,227
"Alabama","South","East South Central",4887871,2020-04-26,6417,218
"Alabama","South","East South Central",4887871,2020-04-25,6213,212
"Alabama","South","East South Central",4887871,2020-04-24,6026,208
"Alabama","South","East South Central",4887871,2020-04-23,5825,194
"Alabama","South","East South Central",4887871,2020-04-22,5598,193
"Alabama","South","East South Central",4887871,2020-04-21,5317,178
"Alabama","South","East South Central",4887871,2020-04-20,5074,158
"Alabama","South","East South Central",4887871,2020-04-19,4897,149
"Alabama","South","East South Central",4887871,2020-04-18,4719,140
"Alabama","South","East South Central",4887871,2020-04-17,4515,136
"Alabama","South","East South Central",4887871,2020-04-16,4400,124
"Alabama","South","East South Central",4887871,2020-04-15,4237,112
"Alabama","South","East South Central",4887871,2020-04-14,3951,105
"Alabama","South","East South Central",4887871,2020-04-13,3801,96
"Alabama","South","East South Central",4887871,2020-04-12,3581,87
"Alabama","South","East South Central",4887871,2020-04-11,3262,87
"Alabama","South","East South Central",4887871,2020-04-10,3007,76
"Alabama","South","East South Central",4887871,2020-04-09,2838,75
"Alabama","South","East South Central",4887871,2020-04-08,2497,65
"Alabama","South","East South Central",4887871,2020-04-07,2197,62
"Alabama","South","East South Central",4887871,2020-04-06,2003,52
"Alabama","South","East South Central",4887871,2020-04-05,1840,44
"Alabama","South","East South Central",4887871,2020-04-04,1632,43
"Alabama","South","East South Central",4887871,2020-04-03,1534,37
"Alabama","South","East South Central",4887871,2020-04-02,1270,31
"Alabama","South","East South Central",4887871,2020-04-01,1107,27
"Alabama","South","East South Central",4887871,2020-03-31,998,14
"Alabama","South","East South Central",4887871,2020-03-30,941,11
"Alabama","South","East South Central",4887871,2020-03-29,825,5
"Alabama","South","East South Central",4887871,2020-03-28,717,4
"Alabama","South","East South Central",4887871,2020-03-27,639,4
"Alabama","South","East South Central",4887871,2020-03-26,538,3
"Alabama","South","East South Central",4887871,2020-03-25,386,1
"Alabama","South","East South Central",4887871,2020-03-24,242,0
"Alabama","South","East South Central",4887871,2020-03-23,196,0
"Alabama","South","East South Central",4887871,2020-03-22,157,0
"Alabama","South","East South Central",4887871,2020-03-21,131,0
"Alabama","South","East South Central",4887871,2020-03-20,106,0
"Alabama","South","East South Central",4887871,2020-03-19,78,0
"Alabama","South","East South Central",4887871,2020-03-18,51,0
"Alabama","South","East South Central",4887871,2020-03-17,39,0
"Alabama","South","East South Central",4887871,2020-03-16,29,0
"Alabama","South","East South Central",4887871,2020-03-15,23,0
"Alabama","South","East South Central",4887871,2020-03-14,12,0
"Alabama","South","East South Central",4887871,2020-03-13,6,0
"Alabama","South","East South Central",4887871,2020-03-12,0,0
"Alabama","South","East South Central",4887871,2020-03-11,0,0
"Alabama","South","East South Central",4887871,2020-03-10,0,0
"Alabama","South","East South Central",4887871,2020-03-09,0,0
"Alabama","South","East South Central",4887871,2020-03-08,0,0
"Alabama","South","East South Central",4887871,2020-03-07,0,0
"Alabama","South","East South Central",4887871,2020-03-06,0,0
"Alabama","South","East South Central",4887871,2020-03-05,0,0
"Alabama","South","East South Central",4887871,2020-03-04,0,0
"Alabama","South","East South Central",4887871,2020-03-03,0,0
"Alabama","South","East South Central",4887871,2020-03-02,0,0
"Alabama","South","East South Central",4887871,2020-03-01,0,0
"Alabama","South","East South Central",4887871,2020-02-29,0,0
"Alabama","South","East South Central",4887871,2020-02-28,0,0
"Alabama","South","East South Central",4887871,2020-02-27,0,0
"Alabama","South","East South Central",4887871,2020-02-26,0,0
"Alabama","South","East South Central",4887871,2020-02-25,0,0
"Alabama","South","East South Central",4887871,2020-02-24,0,0
"Alabama","South","East South Central",4887871,2020-02-23,0,0
"Alabama","South","East South Central",4887871,2020-02-22,0,0
"Alabama","South","East South Central",4887871,2020-02-21,0,0
"Alabama","South","East South Central",4887871,2020-02-20,0,0
"Alabama","South","East South Central",4887871,2020-02-19,0,0
"Alabama","South","East South Central",4887871,2020-02-18,0,0
"Alabama","South","East South Central",4887871,2020-02-17,0,0
"Alabama","South","East South Central",4887871,2020-02-16,0,0
"Alabama","South","East South Central",4887871,2020-02-15,0,0
"Alabama","South","East South Central",4887871,2020-02-14,0,0
"Alabama","South","East South Central",4887871,2020-02-13,0,0
"Alabama","South","East South Central",4887871,2020-02-12,0,0
"Alabama","South","East South Central",4887871,2020-02-11,0,0
"Alabama","South","East South Central",4887871,2020-02-10,0,0
"Alabama","South","East South Central",4887871,2020-02-09,0,0
"Alabama","South","East South Central",4887871,2020-02-08,0,0
"Alabama","South","East South Central",4887871,2020-02-07,0,0
"Alabama","South","East South Central",4887871,2020-02-06,0,0
"Alabama","South","East South Central",4887871,2020-02-05,0,0
"Alabama","South","East South Central",4887871,2020-02-04,0,0
"Alabama","South","East South Central",4887871,2020-02-03,0,0
"Alabama","South","East South Central",4887871,2020-02-02,0,0
"Alabama","South","East South Central",4887871,2020-02-01,0,0
"Alabama","South","East South Central",4887871,2020-01-31,0,0
"Alabama","South","East South Central",4887871,2020-01-30,0,0
"Alabama","South","East South Central",4887871,2020-01-29,0,0
"Alabama","South","East South Central",4887871,2020-01-28,0,0
"Alabama","South","East South Central",4887871,2020-01-27,0,0
"Alabama","South","East South Central",4887871,2020-01-26,0,0
"Alabama","South","East South Central",4887871,2020-01-25,0,0
"Alabama","South","East South Central",4887871,2020-01-24,0,0
"Alabama","South","East South Central",4887871,2020-01-23,0,0
"Alabama","South","East South Central",4887871,2020-01-22,0,0
"Arizona","West","Mountain",7171646,2020-12-31,523829,8879
"Arizona","West","Mountain",7171646,2020-12-30,515366,8726
"Arizona","West","Mountain",7171646,2020-12-29,510548,8647
"Arizona","West","Mountain",7171646,2020-12-28,504616,8469
"Arizona","West","Mountain",7171646,2020-12-27,494489,8427
"Arizona","West","Mountain",7171646,2020-12-26,493277,8424
"Arizona","West","Mountain",7171646,2020-12-25,486993,8409
"Arizona","West","Mountain",7171646,2020-12-24,483502,8301
"Arizona","West","Mountain",7171646,2020-12-23,475706,8184
"Arizona","West","Mountain",7171646,2020-12-22,470351,8132
"Arizona","West","Mountain",7171646,2020-12-21,461345,7972
"Arizona","West","Mountain",7171646,2020-12-20,453601,7971
"Arizona","West","Mountain",7171646,2020-12-19,450807,7956
"Arizona","West","Mountain",7171646,2020-12-18,444038,7819
"Arizona","West","Mountain",7171646,2020-12-17,438514,7711
"Arizona","West","Mountain",7171646,2020-12-16,431330,7558
"Arizona","West","Mountain",7171646,2020-12-15,427121,7428
"Arizona","West","Mountain",7171646,2020-12-14,420456,7358
"Arizona","West","Mountain",7171646,2020-12-13,408646,7357
"Arizona","West","Mountain",7171646,2020-12-12,405656,7340
"Arizona","West","Mountain",7171646,2020-12-11,398150,7250
"Arizona","West","Mountain",7171646,2020-12-10,390047,7173
"Arizona","West","Mountain",7171646,2020-12-09,384241,7081
"Arizona","West","Mountain",7171646,2020-12-08,379662,6985
"Arizona","West","Mountain",7171646,2020-12-07,366364,6950
"Arizona","West","Mountain",7171646,2020-12-06,364276,6950
"Arizona","West","Mountain",7171646,2020-12-05,361186,6940
"Arizona","West","Mountain",7171646,2020-12-04,355054,6885
"Arizona","West","Mountain",7171646,2020-12-03,348134,6834
"Arizona","West","Mountain",7171646,2020-12-02,342925,6754
"Arizona","West","Mountain",7171646,2020-12-01,338254,6691
"Arizona","West","Mountain",7171646,2020-11-30,327046,6640
"Arizona","West","Mountain",7171646,2020-11-29,325995,6635
"Arizona","West","Mountain",7171646,2020-11-28,322774,6624
"Arizona","West","Mountain",7171646,2020-11-27,318695,6588
"Arizona","West","Mountain",7171646,2020-11-26,314324,6568
"Arizona","West","Mountain",7171646,2020-11-25,311726,6527
"Arizona","West","Mountain",7171646,2020-11-24,307943,6513
"Arizona","West","Mountain",7171646,2020-11-23,303188,6465
"Arizona","West","Mountain",7171646,2020-11-22,299698,6464
"Arizona","West","Mountain",7171646,2020-11-21,296997,6458
"Arizona","West","Mountain",7171646,2020-11-20,292880,6427
"Arizona","West","Mountain",7171646,2020-11-19,288807,6383
"Arizona","West","Mountain",7171646,2020-11-18,284554,6364
"Arizona","West","Mountain",7171646,2020-11-17,281284,6320
"Arizona","West","Mountain",7171646,2020-11-16,277179,6301
"Arizona","West","Mountain",7171646,2020-11-15,275523,6301
"Arizona","West","Mountain",7171646,2020-11-14,273400,6299
"Arizona","West","Mountain",7171646,2020-11-13,270596,6257
"Arizona","West","Mountain",7171646,2020-11-12,266644,6239
"Arizona","West","Mountain",7171646,2020-11-11,265195,6227
"Arizona","West","Mountain",7171646,2020-11-10,263445,6198
"Arizona","West","Mountain",7171646,2020-11-09,260646,6164
"Arizona","West","Mountain",7171646,2020-11-08,259299,6164
"Arizona","West","Mountain",7171646,2020-11-07,257384,6147
"Arizona","West","Mountain",7171646,2020-11-06,254961,6111
"Arizona","West","Mountain",7171646,2020-11-05,252843,6087
"Arizona","West","Mountain",7171646,2020-11-04,250853,6059
"Arizona","West","Mountain",7171646,2020-11-03,249841,6022
"Arizona","West","Mountain",7171646,2020-11-02,248293,5982
"Arizona","West","Mountain",7171646,2020-11-01,247484,5981
"Arizona","West","Mountain",7171646,2020-10-31,245962,5978
"Arizona","West","Mountain",7171646,2020-10-30,244099,5934
"Arizona","West","Mountain",7171646,2020-10-29,242510,5920
"Arizona","West","Mountain",7171646,2020-10-28,241259,5906
"Arizona","West","Mountain",7171646,2020-10-27,240156,5891
"Arizona","West","Mountain",7171646,2020-10-26,239192,5875
"Arizona","West","Mountain",7171646,2020-10-25,238196,5874
"Arizona","West","Mountain",7171646,2020-10-24,236898,5870
"Arizona","West","Mountain",7171646,2020-10-23,235910,5864
"Arizona","West","Mountain",7171646,2020-10-22,234914,5859
"Arizona","West","Mountain",7171646,2020-10-21,233948,5854
"Arizona","West","Mountain",7171646,2020-10-20,232939,5837
"Arizona","West","Mountain",7171646,2020-10-19,231933,5830
"Arizona","West","Mountain",7171646,2020-10-18,231147,5827
"Arizona","West","Mountain",7171646,2020-10-17,230411,5822
"Arizona","West","Mountain",7171646,2020-10-16,229456,5806
"Arizona","West","Mountain",7171646,2020-10-15,228710,5789
"Arizona","West","Mountain",7171646,2020-10-14,227660,5772
"Arizona","West","Mountain",7171646,2020-10-13,226747,5767
"Arizona","West","Mountain",7171646,2020-10-12,226072,5759
"Arizona","West","Mountain",7171646,2020-10-11,225575,5759
"Arizona","West","Mountain",7171646,2020-10-10,224977,5757
"Arizona","West","Mountain",7171646,2020-10-09,224101,5746
"Arizona","West","Mountain",7171646,2020-10-08,223406,5741
"Arizona","West","Mountain",7171646,2020-10-07,222558,5733
"Arizona","West","Mountain",7171646,2020-10-06,221934,5712
"Arizona","West","Mountain",7171646,2020-10-05,221091,5707
"Arizona","West","Mountain",7171646,2020-10-04,220755,5706
"Arizona","West","Mountain",7171646,2020-10-03,220402,5703
"Arizona","West","Mountain",7171646,2020-10-02,219778,5693
"Arizona","West","Mountain",7171646,2020-10-01,219214,5673
"Arizona","West","Mountain",7171646,2020-09-30,218511,5654
"Arizona","West","Mountain",7171646,2020-09-29,218184,5630
"Arizona","West","Mountain",7171646,2020-09-28,217510,5621
"Arizona","West","Mountain",7171646,2020-09-27,217230,5620
"Arizona","West","Mountain",7171646,2020-09-26,216820,5620
"Arizona","West","Mountain",7171646,2020-09-25,216365,5584
"Arizona","West","Mountain",7171646,2020-09-24,215849,5560
"Arizona","West","Mountain",7171646,2020-09-23,215283,5525
"Arizona","West","Mountain",7171646,2020-09-22,214841,5494
"Arizona","West","Mountain",7171646,2020-09-21,214250,5479
"Arizona","West","Mountain",7171646,2020-09-20,214015,5477
"Arizona","West","Mountain",7171646,2020-09-19,213546,5470
"Arizona","West","Mountain",7171646,2020-09-18,213260,5454
"Arizona","West","Mountain",7171646,2020-09-17,211663,5410
"Arizona","West","Mountain",7171646,2020-09-16,209911,5375
"Arizona","West","Mountain",7171646,2020-09-15,209215,5345
"Arizona","West","Mountain",7171646,2020-09-14,208726,5320
"Arizona","West","Mountain",7171646,2020-09-13,208514,5320
"Arizona","West","Mountain",7171646,2020-09-12,208127,5311
"Arizona","West","Mountain",7171646,2020-09-11,207523,5290
"Arizona","West","Mountain",7171646,2020-09-10,206993,5275
"Arizona","West","Mountain",7171646,2020-09-09,206548,5253
"Arizona","West","Mountain",7171646,2020-09-08,206047,5220
"Arizona","West","Mountain",7171646,2020-09-07,205961,5218
"Arizona","West","Mountain",7171646,2020-09-06,205767,5218
"Arizona","West","Mountain",7171646,2020-09-05,205516,5207
"Arizona","West","Mountain",7171646,2020-09-04,204684,5174
"Arizona","West","Mountain",7171646,2020-09-03,203964,5133
"Arizona","West","Mountain",7171646,2020-09-02,202898,5070
"Arizona","West","Mountain",7171646,2020-09-01,202375,5046
"Arizona","West","Mountain",7171646,2020-08-31,201866,5029
"Arizona","West","Mountain",7171646,2020-08-30,201695,5029
"Arizona","West","Mountain",7171646,2020-08-29,201315,5008
"Arizona","West","Mountain",7171646,2020-08-28,200694,4979
"Arizona","West","Mountain",7171646,2020-08-27,200172,4932
"Arizona","West","Mountain",7171646,2020-08-26,199495,4899
